Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Year to be a unicorn,Return on investment
PLACE,1,17/11/2021,Internet software & services,Bellingham,United States,North America,2020,0,"Goldman Sachs Asset Management, 3L",1,0
Placer.ai,1,12/01/2022,Artificial Intelligence,Los Altos,United States,North America,2016,0,"Fifth Wall Ventures, JBV Capital, Array Ventures",6,0
Playco,1,21/09/2020,Other,Tokyo,Japan,Asia,2020,0,"Sozo Ventures, Caffeinated Capital, Sequoia Capital",0,0
Poizon,1,29/04/2019,Mobile & telecommunications,Shanghai,China,Asia,2015,0,"DST Global, Sequoia Capital China, Gaorong Capital",4,0
PPRO,1,19/01/2021,Fintech,London,United Kingdom,Europe,2006,0,"Wellington Management, Eurazeo, Citi Ventures",15,0
Printful,1,24/05/2021,Other,Charlotte,United States,North America,2016,0,Bregal Sagemount,5,0
Quantum Metric,1,07/01/2021,Data management & analytics,Colorado Springs,United States,North America,2015,0,"Insight Partners, Bain Capital Ventures",6,0
Quizlet,1,13/05/2020,Edtech,San Francisco,United States,North America,2005,0,"Union Square Ventures, Altos Ventures, Costanoa Ventures",15,0
RapidAPI,1,23/03/2022,Internet software & services,San Francisco,United States,North America,2015,0,"Green Bay Ventures, M12, Andreessen Horowitz",7,0
Razor,1,08/11/2021,Consumer & retail,Berlin,Germany,Europe,2020,0,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",1,0
Red Ventures,1,07/01/2015,Other,Fort Mill,United States,North America,2000,0,"Silver Lake Partners, General Atlantic",15,0
REEF Technology,1,10/12/2018,"Supply chain, logistics, & delivery",Miami,United States,North America,2015,2,"Target Global, UBS Asset Management, Mubadala Capital",3,1
ReliaQuest,1,01/12/2021,Cybersecurity,Tampa,United States,North America,2007,0,"KKR, FTV Capital, Ten Eleven Ventures",14,0
Revolution Precrafted,1,23/10/2017,Other,Manila,Philippines,Asia,2015,0,"K2 Global, 500 Startups",2,0
Rothy's,1,21/12/2021,Consumer & retail,San Francisco,United States,North America,2016,1,"Alpargatas, GS Growth, Lightspeed Venture Partners",5,1
SaltPay,1,09/04/2021,Fintech,London,United Kingdom,Europe,2019,1,"Tiger Global Management, Hedosophia",2,1
Savage X Fenty,1,10/02/2021,E-commerce & direct-to-consumer,El Segundo,United States,North America,2018,0,"Speedinvest, Valar Ventures, Uniqa Ventures",3,0
Scalapay,1,23/02/2022,Fintech,Milan,Italy,Europe,2019,0,"Fasanara Capital, Tiger Global Management, Baleen Capital",3,0
Scandit,1,09/02/2022,"Supply chain, logistics, & delivery",Zurich,Switzerland,Europe,2009,0,"Atomico, NGP Capital, Google Ventures",13,0
Sentry,1,18/02/2021,Other,San Francisco,United States,North America,2011,0,"New Enterprise Associates, Accel, Bond",10,0
Shield AI,1,24/08/2021,Artificial Intelligence,San Diego,United States,North America,2015,0,"Andreessen Horowitz, Homebrew, Point72 Ventures",6,0
Shift Technology,1,06/05/2021,Artificial Intelligence,Paris,France,Europe,2014,1,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",7,1
ShipBob,1,29/06/2021,"Supply chain, logistics, & delivery",Chicago,United States,North America,2014,0,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures",7,0
Shippo,1,02/06/2021,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,0,"Version One Ventures, Uncork Capital, Bessemer Venture Partners",8,0
Sidecar Health,1,26/01/2021,Fintech,El Segundo,United States,North America,2018,0,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",3,0
Sift,1,22/04/2021,Artificial Intelligence,San Francisco,United States,North America,2011,0,"Union Square Ventures, Insight Partners, Spark Capital",10,0
Skydio,1,25/02/2021,"Supply chain, logistics, & delivery",Redwood City,United States,North America,2014,0,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",7,0
Slice,1,28/11/2021,Fintech,Bengaluru,India,Asia,2015,0,"Gunosy Capital, Blume Ventures, Das Capital",6,0
SmartAsset,1,24/06/2021,Fintech,New York,United States,North America,2012,0,"Javelin Venture Partners, TTV Capital, Peterson Ventures",9,0
SMS Assist,1,07/06/2016,Internet software & services,Chicago,United States,North America,2003,0,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital",13,0
SnapLogic,1,13/12/2021,Internet software & services,San Mateo,United States,North America,2006,0,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners",15,0
Snorkel AI,1,09/08/2021,Artificial Intelligence,Palo Alto,United States,North America,2019,0,"Greylock Partners, Google Ventures, BlackRock",2,0
Solo.io,1,07/10/2021,Internet software & services,Cambridge,United States,North America,2017,0,"True Ventures, Altimeter Capital, Redpoint Ventures",4,0
SoundHound,1,03/05/2018,Artificial Intelligence,Santa Clara,United States,North America,2005,0,"Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera",13,0
Splashtop,1,27/01/2021,Internet software & services,San Jose,United States,North America,2006,0,"Storm Ventures, DFJ DragonFund, New Enterprise Associates",15,0
Standard,1,17/02/2021,Artificial Intelligence,San Francisco,United States,North America,2017,0,"CRV, Y Combinator, Initialized Capital",4,0
Stytch,1,18/11/2021,Cybersecurity,San Francisco,United States,North America,2020,0,"Index Ventures, Benchmark, Thrive Capital",1,0
Swile,1,11/10/2021,Fintech,Montpellier,France,Europe,2016,0,"Index Ventures, IDInvest Partners, Daphni",5,0
Tarana Wireless,1,23/03/2022,Mobile & telecommunications,Milpitas,United States,North America,2009,0,"Prime Movers Lab, Khosla Ventures, I Squared Capital",13,0
TechStyle Fashion Group,1,29/08/2014,E-commerce & direct-to-consumer,El Segundo,United States,North America,2010,0,"Matrix Partners, Passport Capital, Rho Ventures",4,0
TensTorrent,1,05/05/2021,Artificial Intelligence,Toronto,Canada,North America,2016,0,"Eclipse Ventures, Fidelity Investments, Moore Capital Management",5,0
TERMINUS Technology,1,25/10/2018,Hardware,Beijing,China,Asia,2015,1,"China Everbright Limited, IDG Capital, iFLYTEK",3,1
Tezign,1,02/11/2021,Internet software & services,Shanghai,China,Asia,2015,0,"Sequoia Capital China, Linear Venture, Hearst Ventures",6,0
The Zebra,1,12/04/2021,E-commerce & direct-to-consumer,Austin,United States,North America,2012,0,"Silverton Partners, Accel, Ballast Point Ventures",9,0
Thirty Madison,1,02/06/2021,Health,New York,United States,North America,1993,0,"Northzone Ventures, Maveron, Johnson & Johnson Innovation",28,0
Thought Machine,1,29/11/2021,Fintech,London,United Kingdom,Europe,2014,0,"British Patient Capital, SEB Venture Capital, IQ Capital",7,0
Timescale,1,22/02/2022,Internet software & services,New York,United States,North America,2015,0,"New Enterprise Associates, Benchmark, Two Sigma Ventures",7,0
Tractable,1,16/06/2021,Artificial Intelligence,London,United Kingdom,Europe,2014,0,"Insight Partners, Ignition Partners, Georgian Partners",7,0
Tresata,1,10/10/2018,Fintech,Charlotte,United States,North America,2011,0,GCP Capital Partners,7,0
TrialSpark,1,30/09/2021,Health,New York,United States,North America,2014,0,"Sequoia Capital, Thrive Capital, Sound Ventures",7,0
TrueLayer,1,21/09/2021,Fintech,London,United Kingdom,Europe,2016,0,"Anthemis, Connect Ventures, Northzone Ventures",5,0
Unico,1,03/08/2021,Artificial Intelligence,Sao Paulo,Brazil,South America,2007,0,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures",14,0
Vagaro,1,03/11/2021,Internet software & services,Dublin,United States,North America,2009,0,FTV Capital,12,0
Vedantu,1,29/09/2021,Edtech,Bengaluru,India,Asia,2014,0,"Accel, Tiger Global Management, Omidyar Network",7,0
Veev,1,24/02/2022,Internet software & services,San Mateo,United States,North America,2008,1,"Zeev Ventures, Bond, Fifth Wall Ventures",14,1
Vise,1,18/05/2021,Fintech,New York,United States,North America,2016,0,"Sequoia Capital, Founders Fund, Bling Capital",5,0
Visier,1,29/06/2021,Internet software & services,Vancouver,Canada,North America,2010,0,"Foundation Capital, Summit Partners, Adams Street Partners",11,0
VOI,1,21/12/2021,Travel,Stockholm,Sweden,Europe,2018,1,"Vostok New Ventures, The Raine Group, Balderton Capital",3,1
Vox Media,1,12/08/2015,Internet software & services,Washington,United States,North America,2011,0,"Accel Partners, Comcast Ventures, General Atlantic",4,0
VTS,1,07/05/2019,Internet software & services,New York,United States,North America,2012,0,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners",7,0
Watershed,1,08/02/2022,Internet software & services,San Francisco,United States,North America,2019,0,"Kleiner Perkins Caufield & Byers, Sequoia Capital",3,0
Weights & Biases,1,13/10/2021,Internet software & services,San Francisco,United States,North America,2017,0,"Coatue Management, Insight Partners, Trinity Ventures",4,0
WeLab,1,08/11/2017,Fintech,,Hong Kong,Asia,2013,1,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund",4,1
Womai,1,12/10/2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,0,"SAIF Partners China, Baidu, IDG Capital",6,0
Wrapbook,1,10/11/2021,Fintech,New York,United States,North America,2018,0,"Equal Ventures, Uncork Capital, Andreessen Horowitz",3,0
Xendit,1,14/09/2021,Fintech,Jakarta,Indonesia,Asia,2014,0,"Accel, Y Combinator, Amasia",7,0
XForcePlus,1,01/06/2021,Internet software & services,Shanghai,China,Asia,2015,0,"Eastern Bell Capital, Danhua Capital, MSA Capital",6,0
YH Global,1,21/09/2017,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,1997,0,"Co-Energy Finance, Grandland",20,0
YipitData,1,06/12/2021,Internet software & services,New York,United States,North America,2008,1,"RRE Ventures+, Highland Capital Partners, The Carlyle Group",13,1
Yunxuetang,1,29/03/2021,Edtech,Suzhou,China,Asia,2011,0,"Matrix Partners China, Sequoia Capital China, Hundreds Capital",10,0
Zhaogang,1,29/06/2017,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,0,"K2 Ventures, Matrix Partners China, IDG Capital",5,0
Zhuan Zhuan,1,18/04/2017,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,1,"58.com, Tencent Holdings",2,1
Zihaiguo,1,06/05/2021,Consumer & retail,Chongqing,China,Asia,2018,0,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China",3,0
Zopa,1,19/10/2021,Fintech,London,United Kingdom,Europe,2005,1,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures",16,1
Zwift,1,16/09/2020,E-commerce & direct-to-consumer,Long Beach,United States,North America,2014,1,"Novator Partners, True, Causeway Media Partners",6,1
